param   y :=
        1     95     61     135      121    155      181   180
        2    105     62     135      122    155      182   185
        3    110     63     135      123    160      183   185
        4    110     64     135      124    160      184   185
        5    110     65     135      125    160      185   185
        6    110     66     135      126    160      186   185
        7    115     67     135      127    160      187   185
        8    115     68     135      128    160      188   190
        9    115     69     140      129    160      189   190
       10    115     70     140      130    160      190   190
       11    120     71     140      131    160      191   190
       12    120     72     140      132    160      192   190
       13    120     73     140      133    160      193   190
       14    120     74     140      134    160      194   190
       15    120     75     140      135    160      195   195
       16    120     76     140      136    160      196   195
       17    120     77     140      137    160      197   195
       18    120     78     140      138    160      198   195
       19    120     79     140      139    160      199   200
       20    120     80     140      140    160      200   200
       21    120     81     140      141    160      201   200
       22    120     82     140      142    160      202   205
       23    120     83     140      143    165      203   205
       24    120     84     140      144    165      204   205
       25    120     85     140      145    165      205   210
       26    125     86     140      146    165      206   210
       27    125     87     140      147    165      207   210
       28    125     88     140      148    165      208   210
       29    125     89     140      149    165      209   210
       30    125     90     145      150    165      210   210
       31    125     91     145      151    170      211   210
       32    125     92     145      152    170      212   210
       33    125     93     145      153    170      213   215
       34    125     94     145      154    170      214   220
       35    125     95     145      155    170      215   220
       36    125     96     145      156    170      216   220
       37    125     97     145      157    170      217   220
       38    125     98     145      158    170      218   220
       39    125     99     145      159    170      219   220
       40    125    100     145      160    170      220   230
       41    130    101     145      161    170      221   230
       42    130    102     150      162    170      222   230
       43    130    103     150      163    170      223   230
       44    130    104     150      164    170      224   230
       45    130    105     150      165    170      225   235
       46    130    106     150      166    170      226   240
       47    130    107     150      167    170      227   240
       48    130    108     150      168    175      228   240
       49    130    109     150      169    175      229   240
       50    130    110     150      170    175      230   240
       51    130    111     150      171    175      231   240
       52    130    112     150      172    175      232   240
       53    130    113     150      173    175      233   245
       54    130    114     150      174    175      234   250
       55    130    115     150      175    175      235   250
       56    135    116     150      176    180      
       57    135    117     150      177    180
       58    135    118     150      178    180
       59    135    119     155      179    180
       60    135    120     155      180    180      ;
